AGE,CIVIL_STATUS,YOUTH_CLASSIFICATION,YOUTH_AGE_GROUP,EDUCATIONAL_BACKGROUND,WORK_STATUS,cycle,year
26,Single,In School Youth,Young Adult,High School Graduate,Unemployed,1,2022
24,Married,Out of School Youth,Young Adult,High School Graduate,Employed,1,2022
13,Single,In School Youth,Child Youth,Vocational Graduate,Unemployed,2,2022
17,Single,Working Youth,Core Youth,High School Graduate,Unemployed,1,2023
17,Single,Working Youth,Core Youth,Elementary Graduate,Employed,1,2021
18,Single,Out of School Youth,Core Youth,College Graduate,Currently Looking For A Job,2,2024
13,Single,In School Youth,Child Youth,Nan,Unemployed,1,2022
16,Single,In School Youth,Child Youth,College Undergraduate,Unemployed,2,2021
21,Single,In School Youth,Core Youth,College Undergraduate,Unemployed,1,2024
14,Single,In School Youth,Child Youth,College Graduate,Unemployed,2,2024
14,Single,In School Youth,Child Youth,High School Graduate,Unemployed,2,2022
18,Single,In School Youth,Core Youth,College Undergraduate,Employed,1,2021
22,Single,Out of School Youth,Young Adult,High School Graduate,Unemployed,1,2022
30,Single,Out of School Youth,Young Adult,High School Graduate,Employed,2,2022
18,Single,In School Youth,Child Youth,College Undergaduate,Unemployed,1,2023
16,Single,In School Youth,Child Youth,College Graduate,Employed,2,2023
21,Single,In School Youth,Core Youth,High School Undergraduate,Unemployed,2,2021
24,Single,Working Youth,Core Youth,High School Undergraduate,Unemployed,1,2023
16,Single,In School Youth,Core Youth,College Undergraduate,Unemployed,1,2021
28,Married,Working Youth,Young Adult,College Graduate,Employed,1,2024
20,Single,In School Youth,Core Youth,Elementary Undergraduate,Unemployed,1,2023
14,Single,In School Youth,Child Youth,High School Undergraduate,Unemployed,1,2022
22,Married,Out of School Youth,Core Youth,College Undergraduate,Self-Employed,1,2021
14,Single,In School Youth,Child Youth,High School Graduate,Unemployed,2,2022
23,Single,Working Youth,Core Youth,College Undergraduate,Employed,2,2022
13,Single,In School Youth,Child Youth,High School Graduate,Unemployed,2,2023
21,Single,Working Youth,Core Youth,Elementary Undergraduate,Unemployed,2,2021
22,Single,In School Youth,Core Youth,High School Graduate,Unemployed,2,2023
17,Single,In School Youth,Child Youth,College Graduate,Unemployed,2,2023
19,Single,Working Youth,Core Youth,College Undergraduate,Employed,1,2023
21,Single,Out of School Youth,Core Youth,High School Undergraduate,Unemployed,1,2021
19,Single,In School Youth,Core Youth,High School Undergraduate,Unemployed,1,2023
15,Single,Out of School Youth,Child Youth,High School Graduate,Employed,1,2024
15,Single,In School Youth,Child Youth,High School Undergraduate,Unemployed,1,2024
27,Married,Working Youth,Young Adult,High School Undergraduate,Unemployed,2,2024
16,Single,Out of School Youth,Child Youth,High School Graduate,Unemployed,1,2022
18,Single,In School Youth,Core Youth,Elementary Undergraduate,Employed,2,2024
20,Single,In School Youth,Core Youth,High School Graduate,Unemployed,2,2022
28,Married,Working Youth,Young Adult,High School Graduate,Unemployed,1,2022
19,Single,In School Youth,Child Youth,High School Graduate,Unemployed,1,2024
19,Single,In School Youth,Core Youth,High School Graduate,U,1,2024
13,Single,In School Youth,Child Youth,High  School Graduate,Unemployed,2,2024
12,Single,In School Youth,Child Youth,Elementary Graduate,Unemployed,1,2023
27,Married,Working Youth,Young Adult,College Graduate,Employed,1,2024
15,Single,In School Youth,Child Youth,College Undergraduate,Unemployed,2,2024
29,Single,Working Youth,Young Adult,High School Undergraduate,Unemployed,2,2021
30,Single,Out of School Youth,Young Adult,High School Undergraduate,Unemployed,2,2024
18,Single,In School Youth,Core Youth,College Undergraduate,Unemployed,1,2024
27,Married,Working Youth,Young Adult,College Undergraduate,Unemployed,1,2024
24,Married,Out of School Youth,Young Adult,High School Undergraduate,Unemployed,2,2023
16,Single,In School Youth,Child Youth,High School Graduate,Self-Employed,1,2022
23,Live-In,YSN,Young Adult,High School Undergraduate,Unemployed,1,2021
27,Single,Working Youth,Young Adult,Elementary Graduate,Self-Employed,1,2024
20,Single,In School Youth,Child Youth,High School Graduate,Unemployed,2,2022
17,Single,In School Youth,Core Youth,High School Undergraduate,Unemployed,1,2023
18,Single,Working Youth,Core Youth,High School Undergraduate,Unemployed,1,2022
14,Single,In School Youth,Child Youth,College Undergraduate,Unemployed,1,2023
16,Single,In School Youth,Child Youth,Elementary Undergraduate,Self-Employed,1,2023
18,Single,In School Youth,Child Youth,Elementary Undergraduate,Unemployed,2,2021
19,Single,Working Youth,Core Youth,High School Undergraduate,Unemployed,1,2024
29,Married,Working Youth,Young Adult,Vocational Graduate,Employed,1,2024
28,Married,Out of School Youth,Young Adult,College Graduate,Unemployed,2,2024
20,Single,In School Youth,Core Youth,College Undergraduate,Unemployed,1,2022
18,Single,In School Youth,Core Youth,College Undergraduate,Unemployed,1,2024
26,Live-In,YSN,Young Adult,High School Graduate,Unemployed,1,2023
22,Single,Out of School Youth,Core Youth,College Undergraduate,Employed,1,2023
19,Single,In School Youth,Core Youth,College Undergraduate,Unemployed,1,2024
23,Single,In School Youth,Core Youth,High School Graduate,Unemployed,2,2024
17,Single,In School Youth,Core Youth,College Undergaduate,Employed,1,2023
14,Single,In School Youth,Child Youth,Elementary Undergraduate,Currently Looking For A Job,1,2023
19,Single,In School Youth,Core Youth,College Undergraduate,Not Interested In Looking For A Job,1,2022
20,Single,In School Youth,Child Youth,Elementary Undergraduate,Employed,1,2021
25,Single,Working Youth,Core Youth,College Undergraduate,Employed,1,2024
12,Single,YSN,Child Youth,High School Graduate,Unemployed,1,2024
18,Single,In School Youth,Core Youth,College Graduate,Unemployed,1,2023
13,Single,In School Youth,Child Youth,High School Graduate,Unemployed,2,2023
25,Married,Working Youth,Young Adult,High School Graduate,Self-Employed,1,2024
27,Single,Working Youth,Young Adult,College Undergraduate,Not Interested In Looking For A Job,2,2024
29,Single,Working Youth,Young Adult,College Undergraduate,Self-Employed,2,2024
18,Single,YSN,Core Youth,College Undergraduate,Employed,1,2021
14,Single,In School Youth,Child Youth,High School Undergraduate,Unemployed,2,2021
18,Single,In School Youth,Child Youth,High School Graduate,Employed,2,2024
18,Single,In School Youth,Child Youth,College Graduate,Unemployed,1,2024
18,Single,In School Youth,Child Youth,High School Graduate,Unemployed,2,2022
29,Married,Working Youth,Young Adult,High School Graduate,Unemployed,2,2023
16,Single,In School Youth,Core Youth,College Undergraduate,Unemployed,2,2021
25,Single,Working Youth,Core Youth,College Undergraduate,Unemployed,2,2024
30,Married,Working Youth,Young Adult,College Graduate,Unemployed,2,2024
26,Single,YSN,Young Adult,High School Undergraduate,Unemployed,1,2022
25,Single,Out of School Youth,Core Youth,High School Graduate,Unemployed,1,2023
28,Single,Working Youth,Young Adult,High School Graduate,Unemployed,2,2024
13,Single,In School Youth,Child Youth,Elementary Undergraduate,Unemployed,1,2022
28,Single,YSN,Young Adult,High School Graduate,Unemployed,2,2021
24,Single,Working Youth,Young Adult,High School Undergraduate,Unemployed,1,2022
25,Single,Working Youth,Young Adult,High School Undergraduate,Unemployed,2,2024
28,Single,In School Youth,Young Adult,College Graduate,Employed,1,2024
25,Single,Out of School Youth,Young Adult,High School Graduate,Unemployed,1,2024
20,Single,In School Youth,Core Youth,High School Graduate,Employed,1,2023
21,Single,In School Youth,Core Youth,Elementary Undergraduate,Unemployed,2,2024
18,Single,In School Youth,Child Youth,High School Graduate,Unemployed,1,2024
28,Married,Out of School Youth,Young Adult,High School Graduate,Employed,1,2024
15,Single,In School Youth,Child Youth,High School Graduate,Unemployed,2,2022
26,Single,Working Youth,Core Youth,College Undergraduate,Unemployed,1,2023
24,Live-In,Working Youth,Young Adult,High School Graduate,Unemployed,1,2022
21,Single,In School Youth,Core Youth,College Undergraduate,Unemployed,1,2024
18,Single,In School Youth,Child Youth,College Undergraduate,Unemployed,2,2022
25,Single,Out of School Youth,Core Youth,High School Undergraduate,Employed,2,2022
20,Single,In School Youth,Core Youth,College Undergraduate,Unemployed,2,2024
23,Single,Working Youth,Young Adult,High School Graduate,Unemployed,1,2023
28,Single,Out of School Youth,Young Adult,College Undergaduate,Employed,1,2023
27,Married,Out of School Youth,Young Adult,Vocational Graduate,Unemployed,1,2022
13,Single,In School Youth,Child Youth,High School Graduate,Employed,1,2024
16,Single,In School Youth,Child Youth,High School Graduate,Unemployed,1,2024
22,Single,In School Youth,Core Youth,College Undergraduate,Unemployed,2,2021
30,Married,Working Youth,Young Adult,High School Undergraduate,Employed,1,2024
30,Single,Working Youth,Young Adult,High School Undergraduate,Unemployed,1,2023
20,Single,Working Youth,Core Youth,High School Graduate,Employed,1,2022
22,Single,Out of School Youth,Core Youth,College Graduate,Currently Looking For A Job,1,2024
25,Single,Working Youth,Young Adult,High School Graduate,Employed,1,2024
22,Single,Out of School Youth,Core Youth,Elementary Undergraduate,Employed,1,2022
20,Single,In School Youth,Core Youth,College Undergraduate,U,2,2024
18,Single,In School Youth,Child Youth,College Undergraduate,Self-Employed,2,2023
23,Single,In School Youth,Core Youth,College Graduate,Not Interested In Looking For A Job,1,2024
19,Single,In School Youth,Child Youth,High School Graduate,Employed,1,2021
15,Single,In School Youth,Child Youth,College Undergraduate,Unemployed,2,2022
30,Single,Working Youth,Young Adult,High School Graduate,Unemployed,2,2021
30,Single,YSN,Young Adult,High School Graduate,Unemployed,2,2021
20,Single,In School Youth,Core Youth,College Undergraduate,Unemployed,2,2024
19,Single,In School Youth,Core Youth,High School Graduate,Unemployed,1,2024
26,Single,Out of School Youth,Young Adult,High School Graduate,Unemployed,1,2021
23,Single,In School Youth,Core Youth,College Graduate,Unemployed,2,2023
26,Live In,Working Youth,Young Adult,High School Graduate,Currently Looking For A Job,2,2021
17,Single,In School Youth,Child Youth,Vocational Graduate,Self-Employed,2,2023
19,Single,In School Youth,Child Youth,High School Undergraduate,Not Interested In Looking For A Job,1,2021
24,Married,Out of School Youth,Core Youth,College Undergraduate,Employed,2,2021
23,Single,Working Youth,Core Youth,College Undergraduate,Unemployed,2,2023
15,Single,In School Youth,Child Youth,College Undergraduate,Unemployed,2,2022
27,Single,Working Youth,Young Adult,High School Undergraduate,Unemployed,2,2024
15,Single,In School Youth,Child Youth,Vocational Graduate,Unemployed,1,2024
20,Single,Working Youth,Core Youth,High School Graduate,Unemployed,1,2022
18,Single,In School Youth,Core Youth,Nan,Employed,2,2022
19,Single,In School Youth,Child Youth,High School Graduate,Unemployed,2,2024
16,Single,In School Youth,Core Youth,Vocational Graduate,Unemployed,2,2022
15,Single,In School Youth,Child Youth,High School Undergraduate,Unemployed,1,2024
27,Live-In,Working Youth,Young Adult,College Undergraduate,Unemployed,2,2021
14,Single,In School Youth,Child Youth,Elementary Undergraduate,Unemployed,2,2024
19,Single,In School Youth,Child Youth,High School Graduate,Unemployed,1,2023
25,Single,Working Youth,Core Youth,College Undergraduate,Unemployed,2,2022
29,Married,Working Youth,Young Adult,High School Graduate,Unemployed,1,2024
27,Single,Working Youth,Young Adult,College Undergraduate,Unemployed,1,2023
27,Live-In,Out of School Youth,Young Adult,High School Graduate,Employed,1,2024
16,Single,In School Youth,Core Youth,High School Graduate,Self-Employed,2,2024
27,Single,Out of School Youth,Core Youth,College Undergaduate,Employed,1,2021
24,Live-In,Working Youth,Core Youth,High School Graduate,Employed,1,2024
29,Married,Working Youth,Young Adult,High School Graduate,Not Interested In Looking Job,1,2023
20,Single,In School Youth,Core Youth,College Undergraduate,Unemployed,1,2024
25,Single,YSN,Core Youth,Elementary Graduate,Not Interested In Looking For A Job,1,2022
20,Single,In School Youth,Core Youth,High School Undergraduate,Unemployed,1,2023
27,Single,In School Youth,Core Youth,High School Undergraduate,Employed,2,2024
18,Single,In School Youth,Core Youth,High School Graduate,Unemployed,2,2023
16,Single,In School Youth,Child Youth,High School Graduate,Unemployed,1,2024
20,Single,In School Youth,Child Youth,High School Graduate,Unemployed,2,2023
18,Single,In School Youth,Child Youth,College Undergraduate,Currently Looking For A Job,2,2024
19,Single,In School Youth,Child Youth,Elementary Undergraduate,Employed,1,2021
15,Single,In School Youth,Child Youth,High School Graduate,Unemployed,1,2024
22,Single,Out of School Youth,Young Adult,College Graduate,Unemployed,2,2024
25,Single,In School Youth,Core Youth,High School Graduate,Unemployed,1,2024
30,Single,YSN,Young Adult,High School Undergraduate,Unemployed,2,2021
23,Single,In School Youth,Core Youth,College Undergraduate,Unemployed,2,2022
14,Single,In School Youth,Child Youth,High School Graduate,Employed,1,2022
18,Single,In School Youth,Child Youth,College Undergraduate,Unemployed,1,2024
24,Single,Working Youth,Core Youth,High School Undergraduate,Unemployed,2,2024
24,Single,Out of School Youth,Core Youth,Elementary Undergraduate,Unemployed,2,2022
27,Single,Working Youth,Young Adult,High School Undergraduate,Unemployed,1,2021
17,Single,Working Youth,Core Youth,Vocational Graduate,Unemployed,2,2023
21,Single,In School Youth,Core Youth,College Graduate,Employed,1,2022
16,Single,In School Youth,Core Youth,High School Graduate,Unemployed,1,2024
24,Single,In School Youth,Core Youth,College Graduate,Unemployed,1,2021
23,Single,In School Youth,Core Youth,High School Undergraduate,Self-Employed,1,2021
19,Single,Out of School Youth,Core Youth,High School Graduate,Employed,1,2024
22,Single,Out of School Youth,Core Youth,College Graduate,Unemployed,1,2024
29,Live-In,Out of School Youth,Young Adult,High School Graduate,Unemployed,1,2024
26,Single,Working Youth,Core Youth,High School Undergraduate,Unemployed,2,2023
23,Single,Out of School Youth,Young Adult,Nan,Unemployed,1,2024
18,Single,In School Youth,Child Youth,College Undergraduate,Unemployed,2,2021
23,Single,Working Youth,Core Youth,College Undergraduate,Self-Employed,2,2021
15,Single,In School Youth,Child Youth,College Undergraduate,Employed,1,2021
24,Single,Out of School Youth,Core Youth,College Graduate,Unemployed,1,2024
22,Single,Out of School Youth,Core Youth,High School Undergraduate,Unemployed,2,2021
15,Single,In School Youth,Child Youth,High School Undergraduate,Unemployed,2,2021
29,Married,YSN,Young Adult,Vocational Graduate,Unemployed,1,2023
28,Live-In,YSN,Young Adult,College Graduate,Unemployed,2,2023
29,Married,Out of School Youth,Young Adult,High School Graduate,Employed,1,2023
23,Single,Out of School Youth,Core Youth,High School Graduate,Self-Employed,1,2024
18,Single,In School Youth,Core Youth,High School Graduate,Unemployed,1,2024
